ref_number,disclosure_group,title_en,title_fr,name,purpose_en,purpose_fr,start_date,end_date,destination_en,destination_fr,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en,additional_comments_fr,owner_org,owner_org_title
T-2018-Q1-00017,MPSES,Director of Communications,Directeur des communications,Guy Gallant,Support the Minister in the Ministerial Outreach to Alberta,Soutenir le ministre à la visite de sensibilisation ministérielle en Alberta,2018-03-25,2018-03-27,"Calgary, Alberta","Calgary, Alberta",415.09,0,343.54,175.25,131.25,1065.13,1900122125,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00018,MPSES,Director of Communications,Directeur des communications,Guy Gallant,To accompany the Minister to briefings and meetings,Accompagner le ministre aux breffages et aux réunions,2018-04-08,2018-04-12,"Charlottetown, Prince Edward Island","Charlottetown, Île-du-Prince-Édouard",839.55,243.37,493.95,300.65,0,1877.52,1900002032,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00019,MPSES,Director of Communications,Directeur des communications,Guy Gallant,Travel for the Ministerial Mission to China,Voyage pour la mission ministérielle en Chine,2018-05-11,2018-05-19,"Shanghai & Hangzhou, China","Shanghai et Hangzhou, Chine",8309.18,29.48,2045.04,1270.47,0,11654.17,1900016118,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00026,MPSES,Director of Parliamentary Affairs,Directeur des affaires parlementaires,Matthew Mann,"To support the Minister at the World Meat Congress in Dallas, Texas","Soutenir le ministre au Congrès mondial de la viande à Dallas, au Texas",2018-05-30,2018-06-02,"Dallas, Texas","Dallas, Texas",1462.9,17.77,714.81,357.48,,2552.96,1900020023,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00020,MPSES,Director of Communications,Directeur des communications,Guy Gallant,"To support the Minister in the announcement of Bill C-49, the Transportation Modernization Act had received Royal Assent","Pour appuyer le ministre dans l'annonce du projet de loi C-49, la Loi sur la modernisation des transports qui a reçu la sanction royale",2018-05-23,2018-05-25,"Winnipeg, Manitoba, Toronto, Ontario, Charlottetown, Prince Edward Island","Winnipeg, Manitoba Toronto, Ontario, Charlottetown, Île-du-Prince-Edouard",2162.73,0,353.83,273.65,0,2790.21,1900017806,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00021,MPSES,Director of Communications,Directeur des communications,Guy Gallant,"To support the Minister at the World Meat Congress in Dallas, Texas","Soutenir le ministre au Congrès mondial de la viande à Dallas, au Texas",2018-05-30,2018-06-02,"Dallas, Texas","Dallas, Texas",1327.31,31.94,693.3,357.48,0,2410.03,1900018086,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00022,MPSES,Policy Advisor,Conseiller en politiques,Abed Harb,"To accompany the Minnister for the Installation of Mr. W. Thomas Malloy as the 22nd Lieutenant Governor of Saskatchewan, and a meeting with Saskatchewan's Minister of Agriculture",Accompagner le ministre à l'installation de MW Thomas Malloy à titre de 22e lieutenant-gouverneur de la Saskatchewan et à une réunion avec le ministre d'Agriculture de la Saskatchewan,2018-03-20,2018-03-21,"Regina, Saskatchewan","Regina, Saskatchewan",1402.93,64.43,193.21,119.95,0,1780.52,1900121469,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00023,MPSES,Policy Advisor,Conseiller en politiques,Abed Harb,"To support the Minister in the announcement of Bill C-49, the Transportation Modernization Act had received Royal Assent","Pour appuyer le ministre dans l'annonce du projet de loi C-49, la Loi sur la modernisation des transports qui a reçu la sanction royale",2018-05-23,2018-05-24,"Winnipeg, Manitoba",Winnipeg (Manitoba),1168.96,67.74,201.03,169.55,0,1607.28,1900017620,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00024,MPSES,Policy Advisor,Conseiller en politiques,Dan Lussier,To accompany the Minister at the Western Outreach,Accompagner le ministre à la campagne de sensibilisation de l'Ouest,2018-04-02,2018-04-07,"Victoria British Columbia, Kelowna British Columbia, Winnipeg Manitoba","Victoria Colombie-Britannique, Kelowna Colombie-Britannique, Winnipeg Manitoba",2524.56,192.94,479.44,397.2,0,3594.14,1900001664,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00025,MPSES,Director of Parliamentary Affairs,Directeur des affaires parlementaires,Matthew Mann,To accompany the Minister to the Ministerial Mission to Boston Seafood Expo North America,Accompagner le ministre à la mission ministérielle  au Boston Seafood Expo North America,2018-03-11,2018-03-12,"Boston, Massachusetts","Boston, Massachusetts",785.44,20,421.85,215.33,,1442.62,1900121476,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00028,MPSES,Director of Policy,Directrice de la politique,Alison Porter,To accompany the Minister on the Ministerial Mission to Japan and South Korea,Accompagner le ministre à la mission ministérielle au Japon et en Corée du Sud,2018-03-01,2018-03-10,"Tokyo, Japan, Seoul, South Korea","Tokyo, Japon, Séoul, Corée du Sud",7553.19,34.21,2380.12,1774.01,0,11741.53,1900120170,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00029,MPSES,Director of Policy,Directrice de la politique,Alison Porter,Support the Minister in the Ministerial Outreach to Alberta,Soutenir le ministre à la visite de sensibilisation ministérielle en Alberta,2018-03-24,2018-03-27,"Calgary, Alberta","Calgary, Alberta",1169.36,0,515.31,259,131.25,2074.92,1900122120,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00030,MPSES,Director of Policy,Directrice de la politique,Alison Porter,To accompany the Minister to briefings and meetings,Accompagner le ministre aux breffages et aux réunions,2018-04-10,2018-04-11,"Charlottetown, Prince Edward Island","Charlottetown, Île-du-Prince-Édouard",973.61,0,164.65,111.9,,1250.16,1900002033,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00031,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To accompany the Minister on a Montreal outreach,Accompagner le ministre lors de la visite de sensibilisation à Montréal,2018-03-15,2018-03-16,"Montreal, Quebec","Montréal, Québec",0,193.23,189.22,148.4,0,530.85,1900120877,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00032,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,Investment announcement at Fromagerie Bergeron and speech at the Annual General Meeting of Potato Growers of Quebec,Annonce d'investissement à la Fromagerie Bergeron  et une allocution à l'assemblée générale annuelle des Producteurs de pommes de terre du Québec,2018-03-28,2018-03-29,"Quebec, Quebec","Québec, Québec",0,212.65,126.14,148.4,0,487.19,1900122279,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00048,SLE,"Assistant deputy minister, Strategic Policy Branch","Sous-ministre adjoint, Direction générale des politiques stratégiques",Tom Rosser,"To participate in a ""Food Security Symposium"".","Pour participer à la ""Symposium sur la sécurité alimentaire"".",2018-03-27,2018-03-28,"Toronto, Ontario","Toronto, Ontario",615.68,164,230.85,148.4,,1158.93,AJE682200,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00033,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,"Agri-Innovation announcement at Patates Dolbec's potato packaging facility, Speech at the annual general meeting for Les producteurs de lait du Québec, Speech at the annual general meeting for la Fédération des producteurs d'oeufs du Québec","Annonce Agri-Innovation à l'entreprise Patates Dolbec, discours à l'assemblée générale annuelle des Producteurs de lait du Québec, discours à l'assemblée générale annuelle de la Fédération des producteurs d'oeufs du Québec",2018-04-10,2018-04-12,"Quebec City, Delson, Saint-Ubalde, Quebec","Québec, Delson, Saint-Ubalde, Québec",0,269.97,127.45,92.7,0,490.12,1900004506,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00034,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,"To attend SIAL in Montreal, Palais des Congrés de Montreal","To attend SIAL in Montreal, Palais des Congrés de Montreal",2018-05-02,2018-05-02,"Montreal, Quebec","Montréal, Québec",0,128.15,0,67.35,0,195.5,1900009336,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00035,MPSES,Parliamentary Secretary,Secrétaire parlementaire,Jean-Claude Poissant,"Agri-Innovation announcement at Patates Dolbec's potato packaging facility, Speech at the annual general meeting for Les producteurs de lait du Québec, Speech at the annual general meeting for la Fédération des producteurs d'oeufs du Québec","Annonce Agri-Innovation à l'entreprise Patates Dolbec, discours à l'assemblée générale annuelle des Producteurs de lait du Québec, discours à l'assemblée générale annuelle de la Fédération des producteurs d'oeufs du Québec",2018-04-11,2018-04-12,"Quebec City, Delson, Saint-Ubalde, Quebec","Québec, Delson, Saint-Ubalde, Québec",0,335.97,148.87,73.25,0,558.09,1900004508,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00037,SLE,Deputy Minister,Sous-Ministre,Chris Forbes,All Chairs Economic Strategy Tables meeting on March 5 and Agri-Food Economic Strategy Table meeting on March 6,Réunion (5 mars)  des présidents de tables aux Tables sectorielles de stratégies économiques et réunion (6 mars) des tables sectorielles de stratégies économiques - Table sur l'agroalimentaire,2018-03-05,2018-03-06,"Toronto, Ontario","Toronto, Onatrio",758.24,0,196.62,112,0,1066.86,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00038,SLE,Deputy Minister,Sous-Ministre,Chris Forbes,Meeting with University of New Brunswick as Deputy Minister University Champion and outreach to Fredericton,Rencontre avec l'Université du Nouveau-Brunswick à titre de sous-ministre champion des relations universitaires et une visite de sensibilisation à Fredericton,2018-03-25,2018-03-27,"Fredericton, New Brunswick","Fredericton, Nouveau-Brunswick",583.9,61.17,342.7,91.7,0,1079.47,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00039,SLE,Deputy Minister,Sous-Ministre,Chris Forbes,Economic Strategy Tables Interactive Workshop ,Tables sectorielles de stratégies économiques - Atelier interactif,2018-04-11,2018-04-13,"Toronto, Ontario","Toronto, Onatrio",404.59,15,702.76,38.65,0,1161,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00049,SLE,"Assistant deputy minister, Strategic Policy Branch","Sous-ministre adjoint, Direction générale des politiques stratégiques",Tom Rosser,"To make participate in a Food Summit in Guelph; and to attend a Federal, Provincial, Territorial meeting of Deputy Ministers in Montreal.","Participer au ""Food Summit"" à Guelph; et participer à une rencontre fédérale, provinciale et territoriale des sous-ministres.",2018-05-22,2018-05-24,"Guelph, Ontario and Montreal, Quebec","Guelph, Ontario and Montréal, Quebec",938.41,241.59,236.82,235.25,,1652.07,AJE679891,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00050,SLE,"Associate Assistant Deputy Minister, Science and Technology Branch","Sous-minitre adjoint délégué, Direction générale des sciences et de la technologie",Gilles Saindon ,To attend Plant Science thought Leaders meeting ,Pour assister à la rencontre des Chefs de file en science végétale,2018-05-09,2018-05-09,"Guelph, Ontario","Guelph, Ontario",581.44,202,,67.6,,851.04,AJD941941,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00051,SLE,"Assistant Deputy Minister, Market and Industry Service Branch","Sous-ministre adjoint, Direction Générale",Frédéric Seppey,Accompanied the Minister to meetings in Montreal ,Accompagné le ministre à des réunions ,2018-03-15,2018-03-16,"Montreal, Quebec","Montréal, Québec",,279.23,266.56,101.05,,646.84,AJE513399,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00052,SLE,"Assitant Deputy Minister, Market and Industry Service Branch ","Sous-ministre adjoint, Direction générale des services à l'industrie et aux marchés",Frédéric Seppey,North American Free Trade Agreement  negotiations,Négociations sur L'Accord de libre-échange nord-américain,2018-03-22,2018-03-24,"Washington, United States ","Washington, États-Unis",3074.94,110.64,746.78,191.21,,4123.57,AJE589404,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00053,SLE,"Assistant Deputy Minister, Market and Industry Service Branch ","Sous-ministre adjoint, Direction générale des services à l'industrie et aux marchés",Frédéric Seppey,Regional Staff meetings,Réunions avec le  personnel régional,2018-04-04,2018-04-04,"Montreal, Quebec","Montréal, Québec",,304.64,,19.2,,323.84,AJE521017,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00054,SLE,"Assistant Deputy Minister, Market and Industry Service Branch ","Sous-ministre adjoint, Direction générale des services à l'industrie et aux marchés",Frédéric Seppey,Accompanied the minister with departmental and stakeholder meetings; regional staff meetings,Accompagné le ministre à des réunions sectorielles; rencontres avec le personnel régional,2018-04-08,2018-04-10,"Charlottetown, Prince Edward Island And Nova Scotia","Charlottetown, Île-du-Prince-Édouard, et Novelle-Ecosse",658.24,208.23,233.45,273.65,,1373.57,AJE558288,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00055,SLE,"Assistant Deputy Minister, Market and Industry Service Branch ","Sous-ministre adjoint, Direction générale des services à l'industrie et aux marchés",Frédéric Seppey,North American Free Trade Agreement  negotiations,Négociations sur L'Accord de libre-échange nord-américain,2018-05-07,2018-05-10,"Washington, United States ","Washington, États-Unis",351.05,106.08,1555.83,344.28,4.95,2362.19,AJE564324,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00056,SLE,"Assistant Deputy Minister, Market and Industry Service Branch ","Sous-ministre adjoint, Direction générale des services à l'industrie et aux marchés",Frédéric Seppey, Outreach and North American Free Trade Agreement  negotiations,Rencontres avec des intervenants et le personnel en Colombie-Britannique et Négociations sur L'Accord de libre-échange nord-américain,2018-04-21,2018-04-27,"Vancouver, British Columbia  and Washington, United States","Vancouver, Colombie-Britannique",5137.77,453.74,938.19,736.45,14.51,7280.66,AJE531427,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00057,SLE,"Assistant Deputy Minister, Market and Industry Service Branch ","Sous-ministre adjoint, Direction générale des services à l'industrie et aux marchés",Frédéric Seppey,Meeting of Federal/Provincial/Territorial Minister and Deputy Ministers of Agriculture ,Rencontre fédérale/provinciale/territoriale des sous-ministres de l'agriculture ,2018-05-22,2018-05-24,"Montreal, Quebec","Montréal, Québec",,292.77,473.64,138.45,,904.86,AJE554611,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00058,SLE,"Assistant Deputy Minister, Market and Industry Service Branch ","Sous-ministre adjoint, Direction générale des services à l'industrie et aux marchés",Frédéric Seppey,Regional staff and stakeholder meetings ,Réunions personnel régional et intervenants ,2018-05-27,2018-05-30,"Edmonton, Alberta And Toronto, Ontario ","Edmonton, Alberta et Toronto, Ontario",673.45,240.7,541.77,377.75,13.6,1847.27,AJE513399,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00059,SLE,"Assistant deputy minister, Programs Branch","Sous-ministre adjointe, Direction Générale des programmes ",Jane Taylor,Winnipeg Regional Meeting ,Réunion regionale à Winnipeg,2018-03-07,2018-03-09,"Winnipeg, Manitoba ","Winnipeg, Manitoba ",567.8,127,423.34,217.95,,1336.09,AJC171248,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00060,SLE,"Assistant deputy minister, Programs Branch","Sous-ministre adjointe, Direction Générale des programmes ",Jane Taylor,Deputy Minister`s Federal/ Provincial and Trerritorial Meeting ,Réunion fédérale-provinciale-territoriale du sous-ministre,2018-05-23,2018-05-24,"Montreal, Quebec","Montréal, Québec",0,325.72,224.91,102.2,,652.83,AJC188439,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00063,SLE,"Assistant deputy minister, Inforamtion Systems Branch","sous-ministre adjoint, Direction Générale des systèmes d'information",Michel Lessard,Ontario Trade & Investment Centre,Centre de commerce et d'investissement de l'Ontario,2018-04-18,2018-04-18,"Toronto, Ontario","Toronto, Ontario",336.71,82,0,36.75,,455.46,AJE475846,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00064,SLE,"Assistant deputy minister, Information Systems Branch","sous-ministre adjoint, Direction Générale des systèmes d'informaton",Michel Lessard,2018 Annual Executive Retreat,retraite annuelle d'administration 2018,2018-04-04,2018-04-05,Washington,Washington,774.94,102.72,379.09,149.06,,1405.81,AJE444623,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00070,SLE,"Assistant Deputy Minister, International Affairs Branch","Sous-minister adjoint, direction générale des affaires internationales",Fred Gorrell,Minister Mission in Japan - Corée du sud,Japon et Seoul mission de ministre,2018-03-02,2018-03-10,"Tokyo, Japan
Seoul, South Korea","Tokyo, Japon
Seoul, Korée du Nord",4965.88,211.5,2285.8,1500.12,0,8963.3,AJE537287,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q1-00071,SLE,"Assistant deputy minister, Public Affairs Branch","Sous-ministre adjoint, Direction Générale des affaires publiques",Steven Jurgutis,Steven Jurgutis travelled to Berlin & London for a European Study tour which is part of the Certificate Program in Public Sector Leadership and Governance course he is a part of.,Steven Jurgutis a voyagé à Berlin et Londres pour une étude européenne fesant partie du Programme de certificat en leadership du secteur public et gouvernance.,2018-04-07,2018-04-17,"Berlin, Germany London, England","Berlin, Allemagne  Londres, Angleterre",5069.78,146.94,3062.68,1650.95,0,9930.35,AJC169140,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00057,SLE,"Assistant deputy minister, Science and Technology Branch","Sous-ministre adjoint, Direction Générale des sciences et de la technologie",Brian Gray,"Outreach to the Reasearch and Developpement Centre, All-Staff meeting and meeting with Provincial Counterparts.","Visite de sencibilisation au Centre de recherche et de developpement, réunions avec tout le personnel et réunions avec des collegues du governement provincial. ",2018-08-21,2018-08-23,"St-Augustin, Quebec","St-Augustin, Québec",219.3,137.11,245.14,225.5,,827.05,Credit applied from June 12th mistake by Air Canada.,Crédit appliqué à partir de l'erreur du 12 juin par Air Canada.,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00058,SLE,"Associate Assistant Deputy Ministerm, Science and Technology Branch","Sous-ministre adjoint délégué, Direction générale des sciences et de la technologie",Gilles Saindon,To attend the Gold Harvest Award,Pour assister à la remise des prix Moissons d'Or,2018-06-12,2018-06-13,"Sherbrooke, Quebec","Sherbrooke, Québec",,133.35,,121.4,,254.75,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00059,SLE,"Associate Assistant Deputy Ministerm, Science and Technology Branch","Sous-ministre adjoint délégué, Direction générale des sciences et de la technologie",Gilles Saindon,"To attend the Branch Executive Committee face to face, meetings with the industry, and meeting with all staff at the Research and Development Center","Pour assister à la rencontre du Comité exécutif de la direction générale en personne, des rencontres avec l'industrie et une rencontre avec tout le personnel au Centre de recherche et développement",2018-06-24,2018-06-27,"Charlottetown, Prince-Edward-Island","Charlottetown, Ile-du-Prince-Edouard",546.47,148,742.68,319.4,,1756.55,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00060,SLE,"Associate Assistant Deputy Ministerm, Science and Technology Branch","Sous-ministre adjoint délégué, Direction générale des sciences et de la technologie",Gilles Saindon,To attend the Wheat Initiative International Coordination Committee and the Wheat Initiative Scientifc Board Committee meetings  and meetings with German counterparts,Participer aux rencontres du Comité international de coordination de l'Initiative sur le blé etdu Comité scientifique du Conseil de l'Initiative sur le blé et des rencontres avec des homologues allemands,2018-07-01,2018-07-06,"Berlin, Germany","Berlin, Allemagne",6495.18,245.1,494.07,676.45,2.95,7913.75,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00061,SLE,"Associate Assistant Deputy Ministerm, Science and Technology Branch","Sous-ministre adjoint délégué, Direction générale des sciences et de la technologie",Gilles Saindon,"Outreach at the Research and Development Center, all staff meetings and attend 2018 Indian Head Crop Management Field Day","Visite de sensibilisation au Centre de recherche et développement, réunions avec tous le personnel et assister à la journée annuelle d'Indian Head sur la gestion des cultures ",2018-07-16,2018-07-19,"Regina, Indian Head and Swift Current, Saskatchewan","Regina, Indian Head et Swift Current, Saskatchewan",889.87,142,420.29,319.4,,1771.56,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00062,SLE,"Associate Assistant Deputy Ministerm, Science and Technology Branch","Sous-ministre adjoint délégué, Direction générale des sciences et de la technologie",Gilles Saindon,"Outreach at the Research and Development Center, all staff meeting","Visite de sensibilisation au Centre de recherche et développement, réunion avec tous le personnel ",2018-07-24,2018-07-26,"Harrow, Ontario","Harrow, Ontario",640.89,160.5,343.74,273.65,,1418.78,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00063,SLE,"Associate Assistant Deputy Ministerm, Science and Technology Branch","Sous-ministre adjoint délégué, Direction générale des sciences et de la technologie",Gilles Saindon,"Outreach at the Research and Development Center, all staff meeting","Visite de sensibilisation au Centre de recherche et développement, réunion avec tous le personnel ",2018-08-14,2018-08-17,"Summerland, British Columbia","Summerland, Colombie-Britanique",916.71,128.5,569.25,377.75,,1992.21,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00065,SLE,"Assistant Deputy Minister, Strategic Policy Branch","Sous-Ministre Adjoint, Direction Générale des politiques stratégiques",Tom Rosser,"To attend a Regional Management Meeting with AAFC staff held in Windsor, Ontario.","Pour assister à une réunion de gestion régionale avec le personnel d'AAC tenue à Windsor, Ontario.",2018-06-21,2018-06-22,"Harrow, Ontario","Harrow, Ontario",1352.28,189.82,146.64,169.55,,1858.29,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00020,MPSES,Communications Advisor,Conseiller en communications,Oliver Anderson,To accompany the Minister for announcements and meetings,Pour accompagner le ministre pour les annonces et les réunions,2018-09-03,2018-09-04,"Winnipeg, Manitoba","Winnipeg, Manitoba",1017.54,34.17,201.03,169.55,0,1422.29,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00066,SLE," Assistant Deputy Minister, Strategic Policy Branch","Sous-Ministre Adjoint, Direction Générale des politiques stratégiques",Tom Rosser,To participate in a McCain Foods Workshop  Panel.,Participer à un atelier avec McCain Foods.,2018-06-24,2018-06-25,"Toronto, Ontario","Toronto, Ontario",957.96,104.7,421.9,121.4,,1605.96,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00067,SLE," Assistant Deputy Minister, Strategic Policy Branch","Sous-Ministre Adjoint, Direction Générale des politiques stratégiques",Tom Rosser,To attend the Federal/Provincial/Territorial Annual Conference of Deputy Ministers and Ministers of Agriculture.,"Participer au conférence annuelle fédérale, provinciale et territoriale des sous-ministres et ministres d'agriculture.",2018-07-17,2018-07-21,"Vancouver, British Columbia","Vancouver, Colombie-Britannique",2824.81,80,983.49,327.7,375,4591,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00068,SLE," Assistant Deputy Minister, Strategic Policy Branch","Sous-Ministre Adjoint, Direction Générale des politiques stratégiques",Tom Rosser,To attend the International Conference of Agricultural Economists (ICAE).,Pour assister à la conférence internationale des économistes agricoles.,2018-07-31,2018-08-03,"Vancouver, British Columbia","Vancouver, Colombie-Britannique",2124.12,165,702.66,262,1121.06,4374.84,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00069,SLE,"Assistant Deputy Minister, International Affairs Branch","Sous-ministre adjoint,Direction générale des affaires internationales ",Frederick Gorrell,US Secretary of Agriculture Sonny Perdue Visit with Minister MacAuley,Réunion avec sécrétaire des états-unis de l'agriculture Sonny Perdu et ministre MacAulay,2018-06-13,2018-06-16,"Charlottetown, Prince Edward Island & Dartmouth, Nova Scotia","‎Charlottetown, Île-du-Prince-Édouard et Dartmouth, Nouvelle--Écosse",945.32,129.32,713.71,310.4,,2098.75,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00070,SLE,"Assistant Deputy Minister, International Affairs Branch","Sous-ministre adjoint,Direction générale des affaires internationales ",Frederick Gorrell,Atlantic Regional Management Committee,Comité régional de gestion atlantique,2018-06-18,2018-06-19,"Halifax, Nova Scotia","


Halifax,
Nouvelle-Écosse",412.51,157.82,192.37,169.55,,932.25,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00071,SLE,"Assistant Deputy Minister, International Affairs Branch","Sous-ministre adjoint,Direction générale des affaires internationales ",Frederick Gorrell,To attend G20 Agriculture Ministerial Meetings and outreach to Latin America,Assister aux réunions ministérielles sur l'agriculture du G20 et à la sensibilisation en Amérique latine,2018-07-25,2018-07-31,"Buenos Aires, Argentina and Santiago, Chile","Buenos Aires, Argentine,  et Santiago, Chile",5528.58,262.84,2599.06,718.76,,9109.24,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00072,SLE,"Assistant Deputy Minister, Market and Industry Service Branch","Sous Ministre Adjoint,Direction générale des services à l'industrie et aux marchés",Frédéric Seppey,Speaking Engement at the Canadian Poultry and Egg Processors council,Engagement de parole au congrès du Conseil canadien des transformateurs d'oeufs et de volailles,2018-06-04,2018-06-04,"Montreal , Quebec","Montréal, Québec",,268.66,,,,268.66,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00073,SLE,"Assistant Deputy Minister,Market and Industry Service Branch","Sous Ministre Adjoint,Direction générale des services à l'industrie et aux marchés",Frédéric Seppey ,Regional outreach,Visite de sensibilisation régional,2018-06-11,2018-06-14,"Regina, Saskatchewan, Winnipeg , Manitoba","Regina, Saskatchewan, Winnipeg , Manitoba",1307.21,110.66,624.6,319.4,14.63,2376.5,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00074,SLE,"Assistant Deputy Minister,Market and Industry Service Branch","Sous Ministre Adjoint,Direction générale des services à l'industrie et aux marchés",Frédéric Seppey ,"Federal, Provincial and Territorial conference ","Conférence Fédéreau des Ministres, provinciaux et territoriaux",2018-07-18,2018-07-21,Vancouver British Columbia,"Vancouver, Colombie britannique",967.09,131.2,655.66,262.25,404.14,2420.34,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
